household_count,gu_name,umd_nm,apt_name,jibun,apt_seq,sgg_cd,bjdong_cd,land_cd,bonbun,bubun,trade_count,latest_deal_date,max_deal_amount,exclusive_area_count,exclusive_areas
12,동작구,상도동,태양아파트,279-515,11590-215,11590,,1,0279,0515,2,2020-11-20,41000,2,64.68|82.88
16,동작구,상도동,파크뷰아파트,283-68,11590-3671,11590,,1,0283,0068,8,2025-10-24,69000,2,56.72|79.44
28,동작구,상도동,파크팰리스,299-63,11590-4716,11590,,1,0299,0063,1,2019-06-17,34800,1,47.99
18,동작구,상도동,푸른솔,126-18,11590-212,11590,,1,0126,0018,3,2021-04-27,33500,2,84.18|84.67
,동작구,상도동,한강리버힐B동,1-38,11590-3339,11590,,1,0001,0038,1,2020-06-24,23000,1,73.07
19,동작구,상도동,현산푸른숲,126-32,11590-3394,11590,,1,0126,0032,2,2022-04-14,85500,2,122.92|140.72
19,동작구,신대방동,뉴홍현,344-179,11590-236,11590,,1,0344,0179,3,2020-06-08,50500,1,84.46
99,동작구,신대방동,보라매나산스위트,395-68,11590-69,11590,,1,0395,0068,23,2025-02-05,190000,2,218.61|219.51
72,동작구,신대방동,삼성보라매옴니타워,395-62,11590-73,11590,,1,0395,0062,21,2025-10-01,148500,3,161.11|164.76|164.88
10,동작구,신대방동,엘리스,366-176,11590-80,11590,,1,0366,0176,4,2026-02-12,41800,4,50.03|76.92|82.3|93.44
60,동작구,신대방동,펭귄,364-55,11590-237,11590,,1,0364,0055,18,2025-10-01,55000,3,57.69|63.04|63.11
18,동작구,흑석동,MARKHILLS,172-8,11590-3669,11590,,1,0172,0008,5,2024-12-16,570000,1,244.43
90,동작구,흑석동,명수대한양,38-58,11590-33,11590,,1,0038,0058,15,2023-08-26,188000,4,84.24|84.45|84.63|84.9
16,동작구,흑석동,중앙궁전빌라트,191-8,11590-135,11590,,1,0191,0008,1,2024-01-22,70000,1,121.68
18,동작구,흑석동,한진리버타운,257-8,11590-230,11590,,1,0257,0008,2,2019-06-30,79000,2,76.56|83.35
124,마포구,공덕동,공덕더샵,478,11440-5727,11440,,1,0478,0000,31,2025-12-26,230000,5,84.9596|84.9598|84.96|84.99|84.9902
9,마포구,공덕동,공덕스카이아파트,4-32,11440-3932,11440,,1,0004,0032,3,2024-01-15,73500,1,84.97
51,마포구,공덕동,공덕헤리지움,108-57,11440-5875,11440,,1,0108,0057,51,2020-07-23,51500,7,17.89|24.17|29.09|29.56|34.77|36.38|37.59
39,마포구,공덕동,두영이지안,468,11440-4462,11440,,1,0468,0000,5,2025-11-29,123000,4,84.7|84.76|84.79|111.59
14,마포구,공덕동,로즈빌A,111-7,11440-173,11440,,1,0111,0007,5,2021-04-25,86000,3,76.04|84.72|84.96
14,마포구,공덕동,로즈빌B,111-416,11440-174,11440,,1,0111,0416,4,2025-04-21,89000,1,84.98
114,마포구,공덕동,롯데캐슬프레지던트,467,11440-4583,11440,,1,0467,0000,37,2025-05-15,470000,4,191.532|191.872|231.074|245.39
50,마포구,공덕동,마포공덕파크팰리스Ⅱ,462,11440-3915,11440,,1,0462,0000,12,2026-03-28,165000,3,119.07|125.33|141.46
66,마포구,공덕동,솔리스타,30-10,11440-5776,11440,,1,0030,0010,30,2025-11-15,30000,3,14.29|16.99|28.59
16,마포구,공덕동,효창그린아파트,11-168,11440-962,11440,,1,0011,0168,5,2021-01-15,115000,3,163|163.57|217.55
19,마포구,구수동,영풍,41-4,11440-44,11440,,1,0041,0004,2,2025-10-10,120000,2,84.19|97.92
29,마포구,노고산동,신촌다올노블리움,1-25,11440-5657,11440,,1,0001,0025,8,2026-03-12,24000,4,14.2|14.47|14.52|20.13
203,마포구,노고산동,현대벤처빌,107-36,11440-37,11440,11000,1,0107,0036,108,2026-04-02,63000,14,25.42|27.9|30.34|31.57|32.8|34.64|36|38.02|41.58|41.96|42.64|44.72|63.53|84.51
17,마포구,대흥동,성신,18-55,11440-3931,11440,,1,0018,0055,5,2025-09-07,79500,2,64.05|75.06
63,마포구,도화동,고려,544,11440-11,11440,,1,0544,0000,8,2026-04-08,112000,3,79.33|81.72|84.51
76,마포구,도화동,마포아크로타워,563,11440-4108,11440,,1,0563,0000,24,2026-03-28,180000,3,84.99|116.52|203.35
72,마포구,도화동,마포트라팰리스,559,11440-3993,11440,,1,0559,0000,18,2025-11-07,149500,5,69.05|75.36|84.02|97.6|99.66
84,마포구,도화동,성지,538,11440-16,11440,,1,0538,0000,15,2026-03-04,77000,2,84.24|84.25
90,마포구,도화동,정우상가맨션,536,11440-18,11440,,1,0536,0000,35,2026-02-27,159000,11,64.62|74.19|76.72|105.52|114.89|117.84|118.02|125.88|126.07|142.41|142.64
19,마포구,동교동,광남벨라스1동,200-38,11440-3941,11440,,1,0200,0038,4,2023-11-01,126500,3,83.91|127.8|135.89
19,마포구,동교동,광남벨라스2동,200-4,11440-154,11440,,1,0200,0004,3,2020-06-11,82000,3,84.42|84.84|124.47
88,마포구,마포동,강변한신코아,350,11440-27,11440,,1,0350,0000,25,2025-09-09,126000,3,51.48|77.22|83.16
96,마포구,마포동,비체힐리버뷰,449,11440-5145,11440,,1,0449,0000,53,2025-05-06,23000,14,14.5586|15.6786|15.7671|15.7836|16.5186|16.6071|17.3471|18.0061|18.2771|18.7586|19.5986|20.9946|23.0461|25.6446
48,마포구,망원동,강림스위트빌,508,11440-203,11440,,1,0508,0000,19,2025-04-29,84000,2,40|81.71
41,마포구,망원동,강변타운,490,11440-67,11440,,1,0490,0000,15,2025-06-05,91000,4,59.85|82|84.86|84.98
19,마포구,망원동,광남캐스빌,435-4,11440-68,11440,,1,0435,0004,5,2024-01-17,68000,3,49.94|75.82|84.73
18,마포구,망원동,광남캐스빌A,465-34,11440-87,11440,,1,0465,0034,11,2024-10-15,68500,5,65.5|69.68|72.58|74.44|76.08
18,마포구,망원동,광남캐스빌B,465-3,11440-84,11440,,1,0465,0003,5,2025-11-08,60000,5,64.09|65.5|69.68|71.44|71.71
18,마포구,망원동,광남캐스빌D,465-32,11440-85,11440,,1,0465,0032,4,2024-01-31,68000,2,71.74|72.85
18,마포구,망원동,그린월드,464-11,11440-194,11440,,1,0464,0011,4,2023-04-15,48000,3,36.41|49.44|77.52
18,마포구,망원동,길명1차아파트,456-9,11440-189,11440,,1,0456,0009,7,2025-09-30,94000,2,109.61|118.26
18,마포구,망원동,길명2차(455-4),455-4,11440-452,11440,,1,0455,0004,3,2024-05-08,124000,2,131.188|133.308
19,마포구,망원동,노아아크빌,471-3,11440-197,11440,,1,0471,0003,8,2025-08-25,83000,2,106.15|106.2
14,마포구,망원동,뉴서울,412-19,11440-81,11440,,1,0412,0019,7,2025-03-25,58000,4,43.38|77.67|77.76|79.77
29,마포구,망원동,뉴성신아파트,433-4,11440-5972,11440,,1,0433,0004,17,2025-09-26,73000,8,43.82|44.61|58.83|59.02|59.27|59.5|64.08|67.13
117,마포구,망원동,대상3,491,11440-69,11440,,1,0491,0000,47,2026-04-14,89000,2,59.61|84.9
43,마포구,망원동,대상4,492,11440-70,11440,,1,0492,0000,9,2026-02-12,95000,3,59.97|84.9|114.24
43,마포구,망원동,대성1,429-4,11440-71,11440,,1,0429,0004,6,2023-05-18,64500,2,59.77|78.22
39,마포구,망원동,대성2,429-3,11440-72,11440,,1,0429,0003,4,2020-04-02,55000,2,59.78|82.66
18,마포구,망원동,동보프리미아,463-2,11440-217,11440,,1,0463,0002,13,2026-03-30,71000,1,63.02
71,마포구,망원동,두영이지안,510,11440-205,11440,,1,0510,0000,15,2026-02-24,89000,6,59.95|70.84|71.42|71.77|80.79|84.13
18,마포구,망원동,리버뷰,455-2,11440-4040,11440,,1,0455,0002,2,2020-07-07,59500,2,73.53|84.12
17,마포구,망원동,리츠,483-3,11440-5249,11440,,1,0483,0003,9,2022-06-09,72000,6,50.87|53.65|56.68|57.41|58.44|84.17
66,마포구,망원동,마포월드컵제이스카이,523,11440-5919,11440,,1,0523,0000,12,2026-03-31,87300,3,49.61|59.95|59.97
101,마포구,망원동,망원동동원데쟈뷰,516,11440-4503,11440,,1,0516,0000,22,2026-04-03,107500,3,82.9|84.85|111.89
18,마포구,망원동,목화,483-6,11440-158,11440,,1,0483,0006,4,2024-04-30,78000,2,84.67|84.87
19,마포구,망원동,몬드리안,470-1,11440-196,11440,,1,0470,0001,4,2021-03-13,76000,2,67.14|83.46
42,마포구,망원동,미원1,478-27,11440-74,11440,,1,0478,0027,10,2026-03-20,62500,1,58.98
48,마포구,망원동,삼성화원,494,11440-92,11440,,1,0494,0000,6,2025-03-26,108200,1,89.55
19,마포구,망원동,삼우월드,384-7,11440-187,11440,,1,0384,0007,8,2025-01-10,74000,4,32.67|56.15|84.68|92.6
18,마포구,망원동,삼우하이뷰,381-9,11440-156,11440,,1,0381,0009,3,2026-03-31,86000,3,86.7|109.85|118.91
14,마포구,망원동,삼화아크빌(470-2),470-2,11440-3910,11440,,1,0470,0002,5,2023-06-13,78000,1,103.9
14,마포구,망원동,삼화아크빌(470-39),470-39,11440-3911,11440,,1,0470,0039,2,2024-05-07,80000,1,103.9
107,마포구,망원동,상암마젤란21,513,11440-453,11440,,1,0513,0000,21,2026-03-20,100000,2,55.85|82.39
70,마포구,망원동,성신,433-3,11440-75,11440,,1,0433,0003,26,2026-01-30,48000,4,47.57|47.58|48.26|48.3
100,마포구,망원동,성원1,420,11440-128,11440,,1,0420,0000,30,2026-02-14,85000,3,59.4|67.5|84.92
19,마포구,망원동,세광,468-18,11440-195,11440,,1,0468,0018,3,2021-03-08,56500,2,68.88|97.34
36,마포구,망원동,솔루체,439-1,11440-5944,11440,,1,0439,0001,14,2026-01-12,81000,3,54.13|54.19|57.92
60,마포구,망원동,솔루체2차아파트,525,11440-6074,11440,,1,0525,0000,11,2026-02-24,69000,5,45.51|46.11|47.16|48.13|48.31
12,마포구,망원동,송주보르미타운,475-3,11440-198,11440,,1,0475,0003,3,2024-03-01,82000,1,99.87
23,마포구,망원동,스카이캐슬,476-3,11440-5803,11440,,1,0476,0003,28,2025-11-16,59500,8,38.92|42.37|44.3|45.18|47.35|50.81|52.54|62.92
31,마포구,망원동,시티,504,11440-199,11440,,1,0504,0000,8,2025-06-27,73000,3,64.75|78.949|79.792
19,마포구,망원동,신부,432-63,11440-77,11440,,1,0432,0063,2,2019-03-28,46300,1,83.45
30,마포구,망원동,신부3차파스카,495,11440-157,11440,,1,0495,0000,6,2026-02-07,67000,3,59.94|66.51|83.95
41,마포구,망원동,신부파스카5차,518,11440-5286,11440,,1,0518,0000,19,2026-01-15,40000,2,37.17|37.21
55,마포구,망원동,예지안파크뷰,512,11440-207,11440,,1,0512,0000,14,2025-09-25,84000,4,83.68|83.8|84.19|84.71
19,마포구,망원동,예향,418-29,11440-78,11440,,1,0418,0029,6,2021-09-04,80000,3,84.67|84.75|84.84
19,마포구,망원동,참존1차(419-3),419-3,11440-3936,11440,,1,0419,0003,10,2024-09-28,72000,4,62.78|63.08|73.38|96.11
16,마포구,망원동,참존2차(101동),454-1,11440-3905,11440,,1,0454,0001,5,2024-08-05,76000,2,84.1|84.56
19,마포구,망원동,참존2차(102동),454-36,11440-3906,11440,,1,0454,0036,4,2026-03-13,76800,2,84.48|84.84
12,마포구,망원동,천우,436-6,11440-83,11440,,1,0436,0006,3,2025-11-27,65400,2,66.46|68.68
18,마포구,망원동,청화,422-12,11440-130,11440,,1,0422,0012,3,2024-07-16,66000,2,66|82.26
18,마포구,망원동,크라운빌,418-5,11440-79,11440,,1,0418,0005,2,2020-07-15,62000,1,99.86
64,마포구,망원동,탑건진선미,506,11440-201,11440,,1,0506,0000,10,2025-07-29,105000,1,84.95
18,마포구,망원동,태경크레앙스(101동),456-65,11440-191,11440,,1,0456,0065,4,2024-04-08,84000,3,26.88|80.67|84.8
13,마포구,망원동,태경크레앙스(102동),456-60,11440-190,11440,,1,0456,0060,2,2024-06-22,87000,1,84.325
12,마포구,망원동,태영,422-11,11440-82,11440,,1,0422,0011,4,2020-09-19,50300,1,64.6
33,마포구,망원동,태청,501,11440-159,11440,,1,0501,0000,15,2025-09-30,78100,4,74.76|75.23|75.74|75.77
86,마포구,망원동,한강1차대주피오레,500,11440-90,11440,,1,0500,0000,15,2025-10-11,100000,1,79.38
117,마포구,망원동,한강2차대주피오레,499,11440-91,11440,,1,0499,0000,22,2026-03-11,150000,2,84.97|99.16
19,마포구,망원동,한강그린1차아파트,236-2,11440-4939,11440,,1,0236,0002,14,2025-03-22,60000,12,50.01|55.44|56.16|58.5|60|60.04|60.1|60.11|60.48|60.6|65.53|65.79
14,마포구,망원동,한강로얄스위트,417-2,11440-3904,11440,,1,0417,0002,4,2025-03-27,88000,1,118.04
36,마포구,망원동,한강월드컵,515,11440-4006,11440,,1,0515,0000,6,2026-03-25,79500,5,39.03|59.99|84.29|84.41|84.99
34,마포구,망원동,함성드림빌,505,11440-200,11440,,1,0505,0000,10,2025-08-31,74800,3,69.13|82.85|84.98
43,마포구,망원동,함성백합,493,11440-80,11440,,1,0493,0000,14,2026-01-26,74000,5,38.69|57.98|59.9|75.2|84.42
81,마포구,망원동,함성월드빌,502,11440-132,11440,,1,0502,0000,21,2026-01-13,94000,4,57.98|59.9|76.14|84.7
43,마포구,망원동,함성월드빌2차,511,11440-206,11440,,1,0511,0000,8,2020-07-04,69000,2,72.73|84.61
40,마포구,망원동,함성월드빌3차301동,514,11440-3912,11440,,1,0514,0000,5,2024-06-04,53500,2,49.11|76.52
19,마포구,망원동,해오름,400-2,11440-4142,11440,,1,0400,0002,5,2025-09-24,100000,2,104.82|104.88
14,마포구,망원동,해오름2차,382-3,11440-4086,11440,,1,0382,0003,5,2025-05-06,88000,1,93.99
12,마포구,망원동,현대그린,464-5,11440-193,11440,,1,0464,0005,3,2024-06-22,69000,1,80.88
19,마포구,망원동,현대리버빌,460-15,11440-192,11440,,1,0460,0015,5,2025-11-26,127500,2,115.26|117.61
56,마포구,망원동,현진에버빌2,503,11440-131,11440,,1,0503,0000,11,2026-02-11,118000,1,83.654
34,마포구,상수동,밤섬리버베르빌,395,11440-133,11440,,1,0395,0000,4,2025-02-21,258000,1,174.319
11,마포구,상수동,밤섬리오팰리스,353-4,11440-134,11440,,1,0353,0004,3,2020-08-11,154000,1,232.36
24,마포구,상수동,상수동월드메르디앙,363,11440-49,11440,,1,0363,0000,8,2025-06-17,195000,2,141.79|144.19
54,마포구,상수동,신구강변연가,394,11440-152,11440,,1,0394,0000,12,2025-10-14,259000,2,152.336|187.426
19,마포구,상암동,예인하우스,34-51,11440-5134,11440,,1,0034,0051,6,2026-02-25,60000,4,71.95|73.42|76.25|81.2
18,마포구,서교동,광남벨라스(1차),465-1,11440-215,11440,,1,0465,0001,7,2025-05-10,111000,3,84.46|121.34|129.05
18,마포구,서교동,광남벨라스2차,458-22,11440-3924,11440,,1,0458,0022,5,2025-03-28,112500,3,124.69|136.14|138.62
15,마포구,서교동,광남푸른마을,381-4,11440-56,11440,,1,0381,0004,5,2023-09-02,65000,4,40.91|41.37|66.53|73.23
12,마포구,서교동,기정MAY(247-112),247-112,11440-216,11440,,1,0247,0112,3,2024-03-24,78000,3,82.54|84.64|84.78
18,마포구,서교동,기정MAY(247-28),247-28,11440-183,11440,,1,0247,0028,4,2026-03-24,102500,2,84.86|118.95
44,마포구,서교동,대아,329-2,11440-53,11440,,1,0329,0002,9,2025-11-29,89900,4,54.62|59.85|84.98|101.49
19,마포구,서교동,대운,380-44,11440-57,11440,,1,0380,0044,4,2025-04-26,86800,3,80.15|84.17|84.45
48,마포구,서교동,삼익플라주서교1,488,11440-4187,11440,,1,0488,0000,3,2026-03-24,96000,2,82.72|84.52
12,마포구,서교동,센트레,453-15,11440-60,11440,,1,0453,0015,4,2022-06-22,79000,2,79.7|81.35
12,마포구,서교동,신세계드림빌,470-20,11440-137,11440,,1,0470,0020,2,2024-08-07,58500,2,58.76|89.74
19,마포구,서교동,에덴지우,458-6,11440-4872,11440,,1,0458,0006,5,2026-01-03,80500,5,70.91|84.24|84.29|84.56|84.69
12,마포구,서교동,엘림,453-14,11440-59,11440,,1,0453,0014,4,2025-08-25,67000,2,73.21|81.35
45,마포구,서교동,엠제이더퍼스트홍대,371-7,11440-5754,11440,,1,0371,0007,49,2025-03-18,29000,3,14.89|14.97|17.46
16,마포구,서교동,청기와,478-4,11440-55,11440,,1,0478,0004,1,2019-11-18,45000,1,70.49
19,마포구,서교동,함성참좋은,247-72,11440-214,11440,,1,0247,0072,8,2021-08-28,75000,1,95.54
18,마포구,성산동,골든빌(210-10),210-10,11440-138,11440,,1,0210,0010,4,2026-03-10,103000,4,107.7|110.94|128.5|133.97
12,마포구,성산동,골든빌3차,50-1,11440-141,11440,,1,0050,0001,2,2020-05-08,45900,2,84.05|84.18
9,마포구,성산동,골든빌6차,65-2,11440-211,11440,,1,0065,0002,4,2023-05-07,58500,3,83.4|84.57|100.92
13,마포구,성산동,그레이스,254-28,11440-115,11440,,1,0254,0028,4,2026-04-08,79000,2,37.42|82.01
112,마포구,성산동,대원,596,11440-103,11440,,1,0596,0000,18,2026-03-19,83000,3,59.69|70.04|84.88
11,마포구,성산동,라인성서,25-1,11440-170,11440,,1,0025,0001,5,2023-03-28,69800,3,51.46|69.43|84.945
19,마포구,성산동,반트,249-12,11440-5176,11440,,1,0249,0012,4,2019-12-07,55700,2,73.23|74.46
17,마포구,성산동,벨로스,254-7,11440-4015,11440,,1,0254,0007,4,2024-09-08,73000,3,40.68|82.44|84.84
12,마포구,성산동,보영퍼팩트,240-5,11440-113,11440,,1,0240,0005,1,2020-08-28,64500,1,114.4
14,마포구,성산동,부림베스트빌,254-29,11440-116,11440,,1,0254,0029,2,2022-04-05,68000,1,83.41
19,마포구,성산동,삼우캐슬,646-2,11440-4192,11440,,1,0646,0002,3,2023-04-18,62000,3,71.04|84.24|84.48
18,마포구,성산동,삼익플라주서교2차,634-5,11440-4164,11440,,1,0634,0005,7,2022-11-15,69800,3,81.09|82.65|83
16,마포구,성산동,삼호빌라트,239-25,11440-105,11440,,1,0239,0025,8,2025-12-13,70000,2,73.26|83.86
12,마포구,성산동,상인파크빌,271-23,11440-119,11440,,1,0271,0023,3,2026-02-12,86000,2,75.6|91.38
49,마포구,성산동,성산동자담이움아파트,650,11440-4037,11440,,1,0650,0000,9,2026-01-07,90000,5,84.75|84.82|84.97|84.98|137.27
19,마포구,성산동,성산힐아파트,81-106,11440-4849,11440,,1,0081,0106,6,2025-12-05,64600,5,68.64|70.67|71.37|77.64|81.27
16,마포구,성산동,성일빌딩,114-3,11440-3994,11440,,1,0114,0003,10,2025-09-30,77000,6,50.84|50.85|62.55|74.25|87.71|115.65
81,마포구,성산동,세원,142-9,11440-108,11440,,1,0142,0009,25,2025-10-15,57000,3,59.87|66.51|74.46
12,마포구,성산동,엘지(214-15),214-15,11440-139,11440,,1,0214,0015,7,2024-02-25,70000,3,37.21|80.91|113.64
12,마포구,성산동,엘지(214-70),214-70,11440-140,11440,,1,0214,0070,6,2024-07-16,65700,2,92.72|102
12,마포구,성산동,예림아너스,13-21,11440-4034,11440,,1,0013,0021,7,2025-10-15,61000,1,66.51
15,마포구,성산동,유안,255-11,11440-117,11440,,1,0255,0011,5,2025-08-20,70000,5,70.19|81.38|83.55|84.96|84.98
19,마포구,성산동,한림101동,199-53,11440-212,11440,,1,0199,0053,5,2025-10-18,75000,5,71.44|80.14|80.58|84.16|84.36
10,마포구,성산동,한림201동,199-15,11440-454,11440,,1,0199,0015,3,2025-09-24,65000,2,70.84|83.89
18,마포구,성산동,해피존,249-21,11440-114,11440,,1,0249,0021,4,2024-09-19,68900,2,83.92|84.06
19,마포구,성산동,해피존2,23-1,11440-172,11440,,1,0023,0001,6,2021-10-09,70000,3,82.78|84.78|135.03
13,마포구,성산동,현대하이츠아파트,254-8,11440-4161,11440,,1,0254,0008,3,2022-11-18,82000,1,84.7
63,마포구,신공덕동,공덕프로포즈Ⅱ,15-80,11440-5440,11440,,1,0015,0080,26,2026-03-16,20500,3,14.03|17.02|19.42
19,마포구,신공덕동,뉴마인,5-5,11440-4213,11440,,1,0005,0005,2,2026-03-06,85000,2,59.24|69.03
45,마포구,신공덕동,블레스하임,13-15,11440-5777,11440,,1,0013,0015,65,2026-04-11,42500,5,23.59|23.89|24.27|25.13|25.77
18,마포구,신수동,(91-511),91-511,11440-5002,11440,,1,0091,0511,12,2025-07-23,65000,6,34.932|47.37|53.04|59.91|60.29|65.52
94,마포구,신수동,벽산솔렌스힐,457,11440-4155,11440,,1,0457,0000,36,2026-01-09,128500,3,84.9619|84.9657|84.9854
27,마포구,신수동,신수동르끌레브아파트,400-1,11440-6229,11440,,1,0400,0001,9,2025-05-23,88000,8,32.22|35.5|37.41|37.48|38|38.49|49.54|51.51
51,마포구,신수동,하나테크노빌,22-35,11440-181,11440,,1,0022,0035,12,2025-06-27,35000,3,31.25|31.83|38.7
19,마포구,신정동,씨제이리버힐,74-1,11440-52,11440,,1,0074,0001,3,2022-03-28,142000,1,200.17
77,마포구,아현동,삼환나띠르빌,732,11440-143,11440,,1,0732,0000,32,2026-03-20,133500,1,84.9
125,마포구,아현동,애오개아이파크,780,11440-5634,11440,,1,0780,0000,44,2026-01-24,56800,4,19.5|20.75|25.24|30.01
66,마포구,아현동,예미원,371-1,11440-5233,11440,,1,0371,0001,50,2026-02-01,87000,15,47.25|49.58|59.36|61.27|66.24|66.72|67.9|71.1|71.83|77.08|79.16|84.88|84.89|84.98|104.32
94,마포구,아현동,혜성,613-10,11440-3,11440,,1,0613,0010,23,2023-06-19,96000,6,80.66|84.59|98.88|98.91|99.93|110.75
16,마포구,연남동,광남벨라스(VALLACE),487-77,11440-145,11440,,1,0487,0077,5,2024-11-25,56500,2,73.7|74.99
12,마포구,연남동,노블레스(249-12),249-12,11440-161,11440,,1,0249,0012,1,2022-12-30,60000,1,85.04
12,마포구,연남동,노블레스빌(246-1),246-1,11440-99,11440,,1,0246,0001,4,2023-07-31,64500,2,36.81|97.88
10,마포구,연남동,노블레스빌2,249-3,11440-101,11440,,1,0249,0003,6,2026-03-25,88500,2,82.18|147.47
12,마포구,연남동,노블레스빌3,249-1,11440-100,11440,,1,0249,0001,1,2024-11-25,80000,1,96.6
19,마포구,연남동,리츠,564-35,11440-5032,11440,,1,0564,0035,5,2024-04-04,72500,3,76.21|80.28|82.23
19,마포구,연남동,무지개에이,364-8,11440-95,11440,,1,0364,0008,2,2019-05-26,48650,2,83.87|84.35
70,마포구,연남동,새마을,244-15,11440-96,11440,,1,0244,0015,21,2025-06-04,47000,1,41.65
19,마포구,연남동,서암,250-8,11440-208,11440,,1,0250,0008,5,2023-04-10,52000,3,55.86|66.45|67.08
12,마포구,연남동,엘르빌,250-2,11440-97,11440,,1,0250,0002,3,2024-10-23,123000,1,123.33
13,마포구,연남동,엘르빌2,254-1,11440-102,11440,,1,0254,0001,4,2021-08-17,76750,2,84.91|84.97
16,마포구,연남동,청기와,515-23,11440-98,11440,,1,0515,0023,3,2021-08-03,80000,3,70.6|71.42|72.28
12,마포구,연남동,현대하이츠,246-8,11440-144,11440,,1,0246,0008,1,2018-05-07,31700,1,45.61
15,마포구,연남동,홍익하이빌,493-27,11440-209,11440,,1,0493,0027,13,2026-02-23,43000,3,34.77|44.46|57.06
18,마포구,연남동,휴먼,478-12,11440-162,11440,,1,0478,0012,3,2025-06-11,61000,3,69.3|80.91|84.63
19,마포구,염리동,우공,45-27,11440-179,11440,,1,0045,0027,8,2024-03-30,73500,4,77.85|81.99|82.29|83.91
24,마포구,염리동,우리파크아파트,10-54,11440-6046,11440,,1,0010,0054,18,2026-01-14,61000,8,19.71|19.72|22.04|22.18|22.9|22.92|23.2|28.5
9,마포구,염리동,유풍,27-126,11440-36,11440,,1,0027,0126,2,2021-01-09,72000,2,81.8|96.88
114,마포구,염리동,중앙하이츠,161-1,11440-35,11440,,1,0161,0001,40,2026-01-21,131500,2,60|83.82
18,마포구,용강동,대호강변,118-3,11440-4802,11440,,1,0118,0003,5,2025-03-05,105000,2,84.9|84.97
18,마포구,용강동,두영,494-8,11440-153,11440,,1,0494,0008,7,2025-02-01,105500,3,113.22|130.86|131.48
48,마포구,중동,강림월드타운,36-29,11440-120,11440,,1,0036,0029,20,2026-04-01,70800,3,66.59|68.15|79.6
18,마포구,중동,백명TRENDYAPT,39-9,11440-219,11440,,1,0039,0009,9,2023-11-11,80000,3,106.77|107.17|107.48
14,마포구,중동,수풍,30-28,11440-4609,11440,,1,0030,0028,5,2026-01-13,60000,4,55.35|76.42|84.76|84.91
18,마포구,중동,예원,58-39,11440-148,11440,,1,0058,0039,2,2025-07-25,72500,1,77.37
12,마포구,창전동,대원파크빌,6-31,11440-220,11440,,1,0006,0031,2,2023-10-13,68000,1,83.5
30,마포구,창전동,중앙하이츠101동,42-7,11440-4061,11440,,1,0042,0007,14,2026-02-05,60000,1,57.86
30,마포구,창전동,중앙하이츠102동,42-8,11440-4046,11440,,1,0042,0008,2,2023-10-14,51000,1,57.86
30,마포구,창전동,중앙하이츠103동,42-9,11440-4062,11440,,1,0042,0009,11,2026-01-25,61000,1,57.86
30,마포구,창전동,중앙하이츠104동,42-10,11440-4063,11440,,1,0042,0010,11,2025-12-13,53500,1,47.01
70,마포구,합정동,KCC엠파이어리버,381-16,11440-4027,11440,,1,0381,0016,24,2025-11-18,208500,4,140.88|145.33|145.53|156.13
18,마포구,합정동,그레이스,375-2,11440-164,11440,,1,0375,0002,2,2025-09-04,72000,2,52.34|77.57
11,마포구,합정동,그레이스3차,376-5,11440-3902,11440,,1,0376,0005,3,2025-04-15,83500,1,70.16
17,마포구,합정동,대운,390-5,11440-186,11440,,1,0390,0005,1,2020-08-07,46500,1,56.27
17,마포구,합정동,대운행복,389-16,11440-218,11440,,1,0389,0016,7,2024-12-03,75000,5,64.72|67.12|74.05|75.45|77.19
18,마포구,합정동,두레,386-9,11440-165,11440,,1,0386,0009,4,2020-06-08,71000,3,65.41|88.11|97.39
46,마포구,합정동,두영이지안,468,11440-222,11440,,1,0468,0000,13,2025-12-13,104500,9,53.04|62.91|73.58|78.55|79.97|81.3|84.26|84.36|106.48
19,마포구,합정동,두영이지안101동,357-3,11440-4340,11440,,1,0357,0003,9,2025-06-21,109500,1,84.87
18,마포구,합정동,두영이지안102동,357-5,11440-4341,11440,,1,0357,0005,2,2020-11-04,88500,1,84.876
12,마포구,합정동,리버아인,396-8,11440-166,11440,,1,0396,0008,3,2024-06-20,73000,2,81.16|84.36
10,마포구,합정동,백운,400-20,11440-66,11440,,1,0400,0020,2,2021-05-15,60000,1,58.95
19,마포구,합정동,삼성강변,400-6,11440-62,11440,,1,0400,0006,5,2025-05-16,119000,3,84.51|112.8|115.5
19,마포구,합정동,에덴지우,355-1,11440-4045,11440,,1,0355,0001,2,2025-03-12,80000,1,109.92
68,마포구,합정동,일신건영휴먼빌아파트,470,11440-3908,11440,,1,0470,0000,13,2026-02-20,105000,4,83.757|84.442|84.553|84.76
45,마포구,합정동,장미(466-0),466,11440-63,11440,,1,0466,0000,14,2024-08-10,84000,6,42.9|61.84|66.66|78.22|79.22|83.9
16,마포구,합정동,정원쉐르빌,371-3,11440-64,11440,,1,0371,0003,2,2021-08-25,60000,2,50.8|74.08
19,마포구,합정동,펠리스아트빌,200-1,11440-150,11440,,1,0200,0001,5,2026-02-06,114500,2,83.7|99.6
17,마포구,합정동,한강그린2차,450-11,11440-5102,11440,,1,0450,0011,5,2021-04-17,60000,2,59.26|59.41
65,마포구,합정동,한강동원아파트,467,11440-167,11440,,1,0467,0000,9,2026-03-21,116000,5,84.87|84.92|103.34|125.83|131.76
38,마포구,합정동,한국프라우드,469,11440-3903,11440,,1,0469,0000,8,2026-04-10,140000,1,84.9747
