household_count,gu_name,umd_nm,apt_name,jibun,apt_seq,sgg_cd,bjdong_cd,land_cd,bonbun,bubun,trade_count,latest_deal_date,max_deal_amount,exclusive_area_count,exclusive_areas
72,강남구,개포동,개포현대200동,655-1,11680-295,11680,,1,0655,0001,9,2025-06-26,235000,1,82.2
19,강남구,개포동,개포현대6차,1242-2,11680-298,11680,,1,1242,0002,2,2025-12-09,175500,2,132.63|133.19
19,강남구,개포동,그린빌리지,1167,11680-296,11680,,1,1167,0000,1,2022-02-11,180000,1,197.91
10,강남구,개포동,뉴현대파크빌,1164-30,11680-673,11680,,1,1164,0030,9,2025-08-13,80000,5,69.16|69.55|69.86|73.55|83.46
78,강남구,개포동,대치푸르지오발라드,176-2,11680-5271,11680,,1,0176,0002,61,2025-07-15,171666,7,35.1099|40.9659|41.3882|52.0103|55.4924|59.4152|59.9957
10,강남구,개포동,리더스,1164-25,11680-477,11680,,1,1164,0025,3,2024-08-22,90000,2,83.62|84.16
12,강남구,개포동,리치타운,1204-5,11680-581,11680,,1,1204,0005,3,2026-04-10,135000,2,68.64|107.88
18,강남구,개포동,상지리츠빌,176-1,11680-449,11680,,1,0176,0001,2,2021-07-10,350000,1,161.07
12,강남구,개포동,새롬(1164-12),1164-12,11680-670,11680,,1,1164,0012,3,2026-02-11,111500,1,73.5
14,강남구,개포동,새롬(1164-13),1164-13,11680-671,11680,,1,1164,0013,9,2026-01-21,95000,2,59.67|59.96
15,강남구,개포동,새롬(1164-14),1164-14,11680-672,11680,,1,1164,0014,6,2023-11-26,64000,2,40.35|57.93
19,강남구,개포동,아람손프라자/비바빌,1164-7,11680-1364,11680,,1,1164,0007,7,2025-10-23,81000,2,59.96|84.96
9,강남구,개포동,에버그린,166-4,11680-448,11680,,1,0166,0004,2,2021-10-15,120000,2,62.15|84.89
15,강남구,개포동,우찬현대(1260-11),1260-11,11680-3662,11680,,1,1260,0011,2,2021-03-07,77500,2,59.7|100.5
10,강남구,개포동,우찬현대(1260-2),1260-2,11680-3660,11680,,1,1260,0002,2,2026-01-24,92500,1,65.06
10,강남구,개포동,우찬현대(1260-4),1260-4,11680-3661,11680,,1,1260,0004,2,2023-10-17,149000,2,103.94|137.82
10,강남구,개포동,포이벨리,1164-28,11680-479,11680,,1,1164,0028,2,2024-05-23,89000,1,84.69
14,강남구,개포동,포이현대빌라트,1165,11680-674,11680,10300,1,1165,0000,1,2026-04-13,182000,1,164.18
12,강남구,개포동,한림,1164-20,11680-716,11680,,1,1164,0020,2,2020-10-05,72000,1,72.78
60,강남구,논현동,경남논현,274,11680-105,11680,,1,0274,0000,10,2026-03-19,184500,4,59.56|83.72|84.89|114.27
7,강남구,논현동,골든캐슬,103-11,11680-3858,11680,,1,0103,0011,1,2019-03-25,99000,1,123.8
15,강남구,논현동,그랑디오스,268-12,11680-700,11680,,1,0268,0012,2,2022-01-08,159140,1,132.96
14,강남구,논현동,네오빌,55-12,11680-108,11680,,1,0055,0012,11,2024-01-31,720000,5,64.29|70.56|73.08|128.26|187.47
82,강남구,논현동,논현동월드메르디앙,212-13,11680-3730,11680,,1,0212,0013,11,2025-11-13,170000,8,84.9374|84.9914|84.9943|84.9954|84.9968|115.751|115.937|115.948
19,강남구,논현동,논현동프라임,192-3,11680-717,11680,,1,0192,0003,7,2026-01-31,160000,3,134.28|135.3|139.35
70,강남구,논현동,논현동한화꿈에그린,205-2,11680-699,11680,,1,0205,0002,17,2026-02-14,133000,1,67.671
65,강남구,논현동,논현베르빌,214-2,11680-158,11680,,1,0214,0002,17,2025-11-18,172000,6,111.08|111.36|111.6|113.84|129.76|132.59
10,강남구,논현동,논현빌라트,102-9,11680-137,11680,,1,0102,0009,2,2026-03-05,64000,2,50.1|52.65
99,강남구,논현동,논현아이파크,225-6,11680-4911,11680,,1,0225,0006,22,2026-01-19,207500,3,47.46|59.75|84.89
11,강남구,논현동,논현아트빌,215-14,11680-444,11680,,1,0215,0014,4,2024-03-13,96800,3,84.84|90.38|102.2
38,강남구,논현동,논현웰스톤,108,11680-3843,11680,,1,0108,0000,9,2026-03-21,133000,7,81.98|83.36|83.64|84.96|93.79|101.04|103.09
,강남구,논현동,논현인텔(9-2),9-2,11680-117,11680,,1,0009,0002,19,2019-03-28,90963,11,17.22|21.24|21.84|22.05|23.1|31.11|33.32|45.16|50.68|58.7|83.45
19,강남구,논현동,논현프라임아파트,196-4,11680-3690,11680,,1,0196,0004,3,2025-12-29,148000,1,122.44
32,강남구,논현동,논현한가람빌라트,105-3,11680-160,11680,,1,0105,0003,9,2026-01-05,189000,4,84.83|84.95|90.94|141.05
9,강남구,논현동,더그레이스,212-20,11680-443,11680,,1,0212,0020,2,2021-05-19,95000,1,98.81
29,강남구,논현동,더원센트럴,118-8,11680-4730,11680,,1,0118,0008,4,2024-11-05,51000,3,26.96|27.09|27.14
17,강남구,논현동,두영,216-1,11680-557,11680,,1,0216,0001,6,2023-02-25,94000,3,82.6|84.84|85
13,강남구,논현동,라이헤스빌,109-9,11680-162,11680,,1,0109,0009,1,2021-01-02,80500,1,82.67
17,강남구,논현동,로체샤르캐슬,114-23,11680-3844,11680,,1,0114,0023,5,2025-12-17,139000,2,105.99|106.59
12,강남구,논현동,마블하우스,267-23,11680-469,11680,,1,0267,0023,3,2024-08-06,182000,2,142.48|171.2
10,강남구,논현동,벨러스빌,47-11,11680-696,11680,,1,0047,0011,1,2022-02-14,65000,1,86.51
19,강남구,논현동,브라운스톤,43-3,11680-695,11680,,1,0043,0003,6,2021-05-14,280000,5,232.54|235.81|242.57|243.94|244.2
10,강남구,논현동,비쥬힐,39-10,11680-431,11680,,1,0039,0010,4,2026-04-10,111200,2,74.84|78.54
19,강남구,논현동,삼성빌라트,79-5,11680-124,11680,,1,0079,0005,1,2019-07-01,90000,1,120.98
19,강남구,논현동,세호시티라이프,122-25,11680-128,11680,,1,0122,0025,8,2026-01-24,48000,4,39.6|44.29|45.04|45.78
17,강남구,논현동,스위트캐슬레지던스,55,11680-697,11680,,1,0055,0000,6,2021-05-27,240000,5,105.96|143.28|164.04|167.22|203.17
24,강남구,논현동,아츠논현,249-9,11680-5257,11680,,1,0249,0009,1,2025-04-29,85000,1,38.8237
19,강남구,논현동,애플타운,16-42,11680-692,11680,,1,0016,0042,14,2021-11-15,173200,5,29.9|32.2|36.11|68.31|133.44
9,강남구,논현동,요진보네르,46-3,11680-441,11680,,1,0046,0003,3,2025-02-28,130000,2,125.07|129.24
14,강남구,논현동,우성,180-6,11680-583,11680,,1,0180,0006,3,2023-05-30,105000,3,93.31|102|110.1
15,강남구,논현동,월드쉐르빌,138-9,11680-442,11680,,1,0138,0009,3,2020-03-07,68000,3,65.31|68.86|70.56
18,강남구,논현동,은탑리더스카운티,44-6,11680-439,11680,,1,0044,0006,7,2025-12-05,148000,7,81.61|109.36|122.5|131.86|135.67|144.8|160.99
11,강남구,논현동,이산,194-22,11680-3958,11680,,1,0194,0022,10,2022-03-02,60000,4,46.06|60.28|62.1|64.23
32,강남구,논현동,제이빌,108-2,11680-556,11680,,1,0108,0002,8,2026-02-13,95000,5,31.22|36.53|52.54|75.12|80.31
14,강남구,논현동,지고하임(101동),44-8,11680-432,11680,,1,0044,0008,4,2025-02-10,121000,1,80.4
19,강남구,논현동,지고하임(102동),44-9,11680-467,11680,,1,0044,0009,7,2025-12-22,127500,3,73.17|77.61|77.7
70,강남구,논현동,"청학아파트에이동,비동,씨동",62-3,11680-141,11680,,1,0062,0003,16,2026-02-12,165000,2,85.12|97.18
12,강남구,논현동,케이씨빌,104-23,11680-553,11680,,1,0104,0023,1,2026-01-17,136000,1,113.77
18,강남구,논현동,테크노빌라트,271-6,11680-164,11680,,1,0271,0006,3,2026-02-10,129000,2,80.21|114.3
16,강남구,논현동,토미빌(228-9),228-9,11680-446,11680,,1,0228,0009,1,2019-05-07,121000,1,148.54
131,강남구,논현동,펜트힐루논현,211-21,11680-4994,11680,,1,0211,0021,12,2025-11-11,124614,2,42.257|43.392
28,강남구,논현동,프라임,80-13,11680-552,11680,,1,0080,0013,2,2019-10-15,93000,2,73.06|97.8
18,강남구,논현동,학동,217-34,11680-3176,11680,,1,0217,0034,3,2026-01-17,132800,2,74.6|107.86
19,강남구,논현동,한양빌라트,79-7,11680-148,11680,,1,0079,0007,2,2021-07-29,124500,2,104.64|129.6
108,강남구,논현동,한양수자인어반게이트,221-7,11680-4202,11680,,1,0221,0007,45,2026-04-02,28000,4,16.2|16.4|20.23|20.7
81,강남구,논현동,한진로즈힐,105-4,11680-554,11680,,1,0105,0004,30,2025-09-10,198000,2,84.94|103.96
46,강남구,논현동,한화꿈에그린2차,194-23,11680-3705,11680,10800,1,0194,0023,10,2026-04-20,160000,3,83.7|104.084|117.335
16,강남구,논현동,현대넥서스A동,261-8,11680-151,11680,,1,0261,0008,8,2021-07-23,259000,5,161.36|163.2|198.95|242.48|244.61
18,강남구,논현동,현대넥서스B동,261-7,11680-150,11680,,1,0261,0007,3,2021-05-24,185000,3,194.92|196.74|201.53
42,강남구,논현동,현대인텔렉스,261,11680-155,11680,,1,0261,0000,6,2025-01-22,170000,4,133.16|133.49|142.88|151.92
9,강남구,논현동,힐스빌7,46-2,11680-440,11680,,1,0046,0002,1,2020-02-24,119750,1,139.46
16,강남구,논현동,힐타워,53-1,11680-582,11680,,1,0053,0001,2,2024-02-14,125000,2,125.73|134.83
690,강남구,대치동,개포우성1,503,11680-372,11680,,1,0503,0000,98,2026-01-11,638000,4,84.81|127.61|158.54|189.98
14,강남구,대치동,노빌리티빌리지,1017-1,11680-540,11680,,1,1017,0001,1,2021-01-30,225000,1,168.04
134,강남구,대치동,대우아이빌멤버스(891-26),891-26,11680-531,11680,10600,1,0891,0026,46,2026-04-27,65000,10,25.513|31.393|35.236|35.796|36.566|41.112|42.837|46.877|51.026|54.966
42,강남구,대치동,대치더클래스,1031,11680-5083,11680,,1,1031,0000,2,2025-09-26,228500,2,79.52|84.12
80,강남구,대치동,대치동우정에쉐르1,891-28,11680-580,11680,,1,0891,0028,20,2025-05-26,92000,5,59.73|59.75|59.96|59.98|79.07
10,강남구,대치동,대치타워,914-8,11680-683,11680,,1,0914,0008,3,2023-11-28,105000,3,70.06|81.24|85.81
12,강남구,대치동,대치하나빌,1015-6,11680-689,11680,,1,1015,0006,2,2018-07-01,145000,2,166.22|169.19
66,강남구,대치동,대치한신휴플러스,907-2,11680-682,11680,,1,0907,0002,11,2026-04-22,177300,3,68.4|81.07|84.99
30,강남구,대치동,동민맥스빌A동,938-11,11680-533,11680,,1,0938,0011,5,2025-02-20,147000,3,83.58|84.9|84.96
18,강남구,대치동,동민맥스빌B동,938-13,11680-534,11680,,1,0938,0013,5,2025-11-30,200000,2,117.49|118.48
19,강남구,대치동,동양,920-32,11680-685,11680,,1,0920,0032,2,2025-12-10,150000,2,97.34|98.73
11,강남구,대치동,메트로,901-51,11680-230,11680,,1,0901,0051,2,2024-02-16,100000,2,80.59|99.26
37,강남구,대치동,삼환SOGOOD,938-16,11680-3698,11680,,1,0938,0016,6,2025-06-21,190000,2,84.93|105.6
15,강남구,대치동,상지리츠빌카일룸(1009-4),1009-4,11680-3981,11680,,1,1009,0004,2,2024-12-12,490000,1,178.17
150,강남구,대치동,선릉역대우아이빌(890-49),890-49,11680-528,11680,,1,0890,0049,36,2026-04-14,42000,4,20.37|25.42|28.34|43.75
44,강남구,대치동,선릉역풍림아이원레몬,890-54,11680-3697,11680,,1,0890,0054,3,2026-02-09,100000,2,69.81|76.73
19,강남구,대치동,세연파크뷰,929-8,11680-231,11680,,1,0929,0008,5,2024-11-12,164000,2,80.78|83.58
67,강남구,대치동,세영팔레스타운,975-20,11680-213,11680,10600,1,0975,0020,15,2026-04-18,236700,3,59.91|68.61|84.85
10,강남구,대치동,스카이써밋아파트,915-13,11680-684,11680,,1,0915,0013,1,2019-12-26,99500,1,83.72
18,강남구,대치동,신성미소시티,904-10,11680-3672,11680,,1,0904,0010,4,2025-11-21,240000,2,144.88|174.77
43,강남구,대치동,아름빌(889-74),889-74,11680-526,11680,,1,0889,0074,11,2025-12-03,74500,4,30.46|41.65|48.71|71.08
19,강남구,대치동,우정에쉐르,950,11680-535,11680,,1,0950,0000,2,2021-02-25,150000,1,97.85
11,강남구,대치동,월드빌,950-3,11680-536,11680,,1,0950,0003,1,2019-10-30,68000,1,51.54
18,강남구,대치동,청암빌라트,650,11680-221,11680,,1,0650,0000,4,2022-09-17,270000,1,163.8
19,강남구,대치동,청원,934-1,11680-687,11680,,1,0934,0001,5,2024-10-16,120000,4,78.73|80.23|84.9|92.84
19,강남구,대치동,풍림아이원1차101동(910-3),910-3,11680-393,11680,,1,0910,0003,1,2019-11-23,137000,1,84.69
19,강남구,대치동,풍림아이원1차103동(910-5),910-5,11680-395,11680,,1,0910,0005,2,2018-07-12,102500,2,83.65|84.54
33,강남구,대치동,풍림아이원4차(1007-2),1007-2,11680-539,11680,,1,1007,0002,8,2025-03-21,230000,1,111.54
49,강남구,대치동,하이캐슬,986-14,11680-3780,11680,,1,0986,0014,8,2025-10-15,233000,2,84.06|84.27
18,강남구,대치동,하이캐슬102동,986,11680-602,11680,,1,0986,0000,6,2025-08-09,220000,2,138.91|145.34
14,강남구,대치동,한양팰리스,941-13,11680-447,11680,,1,0941,0013,1,2019-08-28,108500,1,99.19
10,강남구,대치동,한티(933-0),933,11680-686,11680,,1,0933,0000,6,2025-07-19,157500,3,102.43|106.67|116.21
12,강남구,대치동,한티(933-35),933-35,11680-579,11680,,1,0933,0035,1,2019-09-25,108800,1,110.66
5,강남구,도곡동,PLUMHILLS,193-67,11680-706,11680,,1,0193,0067,2,2024-05-25,210000,1,206.1
15,강남구,도곡동,그랜빌캐슬,190-3,11680-705,11680,,1,0190,0003,8,2025-11-22,208000,4,90.85|102.33|120.82|125.83
18,강남구,도곡동,대명비발디,944-6,11680-708,11680,,1,0944,0006,7,2025-10-11,120000,6,63.68|63.88|77.61|82.67|83.72|84.44
58,강남구,도곡동,도곡2차I'PARK,969,11680-3648,11680,,1,0969,0000,7,2024-12-23,320000,5,148.73|148.98|173.48|175.59|198.13
19,강남구,도곡동,도곡그린빌,955,11680-712,11680,,1,0955,0000,6,2025-07-14,52000,2,48.48|56.39
,강남구,도곡동,도곡더써밋타워,954-17,11680-6671,11680,,1,0954,0017,11,2025-07-24,42150,1,18.34
29,강남구,도곡동,도곡루아르,941-1,11680-5045,11680,,1,0941,0001,1,2025-02-01,103000,1,46.4128
15,강남구,도곡동,도곡스타빌,514-3,11680-3681,11680,,1,0514,0003,7,2022-06-15,86000,4,49.44|53.81|57.24|60.66
96,강남구,도곡동,도곡스타클래스,957-11,11680-3731,11680,11800,1,0957,0011,21,2026-04-15,179000,3,111.38|112.05|112.75
48,강남구,도곡동,도곡월드메르디앙아파트,973,11680-5291,11680,,1,0973,0000,3,2025-11-08,210000,2,63.32|73.78
19,강남구,도곡동,도곡지웰카운티101동,199-4,11680-3879,11680,,1,0199,0004,11,2025-12-29,201000,1,107.11
18,강남구,도곡동,도곡지웰카운티102동,199-1,11680-3878,11680,,1,0199,0001,7,2020-07-08,183000,3,110.68|118.87|125.49
17,강남구,도곡동,도곡푸르지오,949-1,11680-3613,11680,,1,0949,0001,6,2024-10-03,190000,2,168.33|173.42
13,강남구,도곡동,도곡푸르지오102동,949-2,11680-3707,11680,,1,0949,0002,4,2023-06-26,190000,1,147.21
12,강남구,도곡동,도곡하이빌,919-3,11680-3479,11680,,1,0919,0003,2,2024-01-14,100000,2,90.93|119.33
19,강남구,도곡동,로덴하우스웨스트빌리지,462-2,11680-3862,11680,,1,0462,0002,7,2025-03-22,625000,2,244.66|273.68
33,강남구,도곡동,로덴하우스이스트빌리지,462-1,11680-3861,11680,,1,0462,0001,8,2024-07-23,550000,2,243.36|244.86
60,강남구,도곡동,롯데캐슬모닝,551-28,11680-399,11680,,1,0551,0028,14,2025-11-01,270000,3,84.51|84.91|150.78
11,강남구,도곡동,리치아르떼빌,194,11680-707,11680,,1,0194,0000,6,2021-07-14,205000,4,126.96|149.37|178.58|182.12
14,강남구,도곡동,벨라빌,193-42,11680-329,11680,,1,0193,0042,5,2025-06-01,198000,4,93.33|124.21|217.54|244.55
23,강남구,도곡동,상지리츠빌카일룸,202,11680-4774,11680,,1,0202,0000,14,2023-05-08,650000,3,210.5|212.45|213.94
19,강남구,도곡동,울트라멤버스,162-4,11680-589,11680,,1,0162,0004,5,2025-07-02,210000,4,84.96|134.4|136.04|145.97
19,강남구,도곡동,원팰리스,952-14,11680-711,11680,,1,0952,0014,6,2020-11-20,95000,5,58.7|75.48|88.8|103.23|112.03
11,강남구,도곡동,월드메르디앙101동,200-1,11680-703,11680,,1,0200,0001,4,2021-01-16,205000,3,177.68|189.33|189.39
18,강남구,도곡동,월드메르디앙102동,200-5,11680-704,11680,,1,0200,0005,4,2019-10-07,145000,4,118.32|138.73|159.43|159.61
14,강남구,도곡동,이니그마빌-III,201,11680-3659,11680,,1,0201,0000,3,2024-01-10,570000,2,240.55|242.75
26,강남구,도곡동,조이너스도곡,950-19,11680-3803,11680,,1,0950,0019,6,2024-10-10,133500,2,81.45|84.98
111,강남구,도곡동,중명하니빌,965,11680-344,11680,,1,0965,0000,37,2026-03-28,59000,15,22.78|24.74|25.16|28.58|30.58|30.77|30.96|32.02|33.12|33.83|34.1|34.11|34.32|37.18|46
17,강남구,도곡동,파크힐,550-1,11680-3600,11680,,1,0550,0001,6,2026-03-09,95000,3,47.6|58.05|88.77
8,강남구,도곡동,필로스(193-45),193-45,11680-433,11680,,1,0193,0045,3,2026-01-03,147000,3,104.76|113.94|128.33
19,강남구,도곡동,힐데스하임빌라,193-1,11680-363,11680,,1,0193,0001,5,2022-07-22,500000,1,244.55
16,강남구,삼성동,SM드림빌,29-11,11680-508,11680,,1,0029,0011,4,2024-10-17,67400,1,52.79
48,강남구,삼성동,강변삼부아파트,99-12,11680-172,11680,,1,0099,0012,11,2025-11-04,280000,2,81.943|110.453
19,강남구,삼성동,골든카운티,5-3,11680-4795,11680,,1,0005,0003,4,2021-10-26,230000,3,84.95|108.68|153.61
19,강남구,삼성동,그라나다,45-5,11680-511,11680,,1,0045,0005,4,2024-06-04,149000,4,45.23|47.88|64.8|77.77
68,강남구,삼성동,금호어울림,102-2,11680-400,11680,,1,0102,0002,4,2025-03-20,264000,4,84.32|84.81|94.25|116.81
10,강남구,삼성동,노블테라스,36-12,11680-510,11680,,1,0036,0012,1,2018-09-12,165000,1,209.86
10,강남구,삼성동,다우림하우스,82-6,11680-3657,11680,,1,0082,0006,2,2018-12-12,88000,2,80.4|131.88
19,강남구,삼성동,대우멤버스카운티(101동),98-18,11680-515,11680,,1,0098,0018,4,2020-07-30,220000,3,152.45|152.73|152.86
19,강남구,삼성동,대우멤버스카운티(102동),98-9,11680-514,11680,,1,0098,0009,1,2018-05-28,158000,1,135.57
17,강남구,삼성동,대우멤버스카운티201,33-20,11680-509,11680,,1,0033,0020,3,2026-04-09,231000,2,145.6|145.73
11,강남구,삼성동,대우멤버스카운티301,33-24,11680-3578,11680,,1,0033,0024,2,2026-01-27,238000,2,109.99|142.31
17,강남구,삼성동,대우멤버스카운티501,33-22,11680-3577,11680,,1,0033,0022,3,2023-09-04,181000,2,119.41|119.86
19,강남구,삼성동,동구싼타빌,108-2,11680-516,11680,,1,0108,0002,4,2020-12-22,120000,3,68.59|71.28|78.21
36,강남구,삼성동,래미안삼성1차(201동),102,11680-3686,11680,,1,0102,0000,4,2025-09-19,247000,1,84.9
64,강남구,삼성동,미켈란107,107,11680-401,11680,,1,0107,0000,11,2025-05-28,212000,1,83
22,강남구,삼성동,브르넨삼성,90,11680-5002,11680,,1,0090,0000,2,2024-10-03,223000,2,40.07|49.86
26,강남구,삼성동,블루밍하우스,64-4,11680-3628,11680,,1,0064,0004,4,2025-10-24,230000,3,110.07|114.08|150.89
67,강남구,삼성동,삼부아그레빌,98-11,11680-407,11680,,1,0098,0011,12,2025-11-04,222000,4,83.757|84.755|89.637|97.671
43,강남구,삼성동,삼부아파트(101동),99-13,11680-681,11680,,1,0099,0013,5,2025-07-05,188000,3,59.85|83.39|103.43
40,강남구,삼성동,삼부아파트102동,99,11680-171,11680,,1,0099,0000,6,2025-06-26,177000,3,59.61|81.21|92.09
18,강남구,삼성동,삼성동드림하우스,47-18,11680-679,11680,,1,0047,0018,1,2021-04-29,75000,1,115.89
18,강남구,삼성동,삼성동라테라스,110-2,11680-4197,11680,,1,0110,0002,4,2025-11-03,470000,2,113.31|182.21
54,강남구,삼성동,삼성동브라운스톤레전드,8-2,11680-3860,11680,,1,0008,0002,14,2025-03-23,510000,5,169.73|201.65|204.1|219.48|219.95
21,강남구,삼성동,삼성동신도브래뉴,121-38,11680-3923,11680,,1,0121,0038,3,2025-10-02,145000,2,104.191|131.225
16,강남구,삼성동,삼성동신영지웰,114-11,11680-3645,11680,,1,0114,0011,5,2026-04-15,263000,3,84.32|117.77|215.45
12,강남구,삼성동,삼성동씨엘케이,3-2,11680-506,11680,,1,0003,0002,1,2020-11-17,155000,1,99.47
41,강남구,삼성동,삼성동에스케이뷰,101,11680-3608,11680,,1,0101,0000,4,2020-03-06,187000,4,84.52|84.88|84.99|117.42
17,강남구,삼성동,삼성동헤렌하우스2(82-1),82-1,11680-3936,11680,,1,0082,0001,7,2022-08-18,500000,3,169.28|217.86|233.68
16,강남구,삼성동,삼성동헤렌하우스2(82-4),82-4,11680-3937,11680,,1,0082,0004,2,2020-08-04,370000,2,183.99|214.74
48,강남구,삼성동,삼성리치빌1,52-9,11680-513,11680,,1,0052,0009,5,2024-11-28,160000,1,84.98
19,강남구,삼성동,삼성벨라스빌,29-19,11680-202,11680,,1,0029,0019,3,2019-12-14,149000,3,138.34|147.26|164.26
48,강남구,삼성동,삼성오네뜨,127-5,11680-518,11680,,1,0127,0005,4,2024-03-22,240000,2,144.43|153.53
46,강남구,삼성동,삼성월드타워,3-1,11680-598,11680,,1,0003,0001,87,2025-11-17,197000,4,58.776|83.849|84.202|84.725
19,강남구,삼성동,삼성웰피아,130-2,11680-3583,11680,,1,0130,0002,2,2026-01-10,147000,1,92.11
19,강남구,삼성동,삼성팰리스(71-16),71-16,11680-3696,11680,,1,0071,0016,3,2020-02-26,149000,1,114.26
18,강남구,삼성동,삼성펠리스,129-5,11680-3582,11680,,1,0129,0005,2,2020-01-16,161000,2,126.15|174.1
17,강남구,삼성동,상아빌라트,47-20,11680-176,11680,,1,0047,0020,1,2019-05-08,166000,1,188.71
13,강남구,삼성동,상지리츠빌카일룸(65-4),65-4,11680-4082,11680,,1,0065,0004,6,2025-09-11,1220000,2,237.74|273.14
14,강남구,삼성동,세방타운하우스,64-7,11680-179,11680,,1,0064,0007,2,2025-09-12,190000,2,91.2|134.4
19,강남구,삼성동,시티(A동),97,11680-181,11680,,1,0097,0000,4,2020-06-15,237000,1,157.63
19,강남구,삼성동,시티(B동),97-2,11680-3581,11680,,1,0097,0002,4,2025-02-06,291000,1,157.63
17,강남구,삼성동,신동아듀크빌,99-11,11680-182,11680,,1,0099,0011,2,2023-03-08,355000,1,243.81
19,강남구,삼성동,심포니하우스,66-1,11680-183,11680,,1,0066,0001,1,2021-08-27,300000,1,239.55
88,강남구,삼성동,쌍용플래티넘,117,11680-403,11680,,1,0117,0000,14,2025-03-23,253000,4,122.25|152.25|154.77|156.97
14,강남구,삼성동,아델하우스,64-5,11680-3819,11680,,1,0064,0005,4,2025-06-21,480000,3,206.1|211.2|211.6
18,강남구,삼성동,아셈,108-1,11680-402,11680,,1,0108,0001,3,2025-03-13,250000,2,83.65|109.32
17,강남구,삼성동,아펠바움,99-3,11680-3779,11680,,1,0099,0003,8,2024-03-07,750000,1,241.83
47,강남구,삼성동,엘에이치삼성도시형생활주택,109-21,11680-4218,11680,,1,0109,0021,9,2025-03-22,57250,2,27.75|41.19
45,강남구,삼성동,영무예다음,122-7,11680-3665,11680,,1,0122,0007,6,2025-06-27,180000,2,84.84|115.88
40,강남구,삼성동,우림루미아트,75-3,11680-599,11680,,1,0075,0003,6,2025-04-20,186000,4,100.64|111.15|127.82|140.35
40,강남구,삼성동,우정에쉐르,3-8,11680-405,11680,,1,0003,0008,2,2022-08-05,210000,2,93.8173|131.053
60,강남구,삼성동,우정에쉐르2,144-10,11680-524,11680,,1,0144,0010,8,2021-07-29,80000,4,55.12|59.54|59.64|59.75
19,강남구,삼성동,월성빌라트,91-16,11680-680,11680,,1,0091,0016,1,2021-01-08,140000,1,82.02
19,강남구,삼성동,이안애2차,130-6,11680-521,11680,,1,0130,0006,2,2024-01-10,105500,2,64.26|118.95
19,강남구,삼성동,이안애빌,130,11680-520,11680,,1,0130,0000,5,2022-05-02,177000,2,106.89|111.27
255,강남구,삼성동,진흥아파트,53-2,11680-187,11680,10500,1,0053,0002,31,2026-04-24,487500,3,104.31|170.01|207.82
78,강남구,삼성동,채널리저브,144-14,11680-3709,11680,,1,0144,0014,19,2025-12-30,193000,3,84.94|84.97|149.52
72,강남구,삼성동,포스코트,146,11680-404,11680,,1,0146,0000,12,2026-01-27,335000,4,154.21|154.24|160.28|160.53
61,강남구,삼성동,푸른솔아파트1동,4-3,11680-190,11680,,1,0004,0003,12,2025-09-19,187000,2,59.4|84.9
28,강남구,삼성동,한양립스,142-16,11680-5027,11680,,1,0142,0016,4,2025-09-29,74300,1,38.2471
41,강남구,삼성동,호산프라자,37,11680-199,11680,,1,0037,0000,7,2025-03-22,38000,6,28.8|29.4|31.16|33.21|33.6|36
19,강남구,신사동,RudenHouse,524-8,11680-3740,11680,,1,0524,0008,9,2025-05-01,117900,6,73.22|84.05|84.39|84.4|84.44|84.98
94,강남구,신사동,강남상가,510-11,11680-1,11680,,1,0510,0011,15,2024-07-20,129500,10,63.31|66.81|69.42|79.47|92.36|103.44|130.61|143.01|145.59|150.45
39,강남구,신사동,금광아크존(635-14),635-14,11680-550,11680,,1,0635,0014,7,2021-08-19,130000,3,45.35|45.4|58.35
10,강남구,신사동,뉴현대,550-5,11680-568,11680,,1,0550,0005,3,2026-02-20,145000,2,61.08|115.84
19,강남구,신사동,대성아파트,540-2,11680-16,11680,,1,0540,0002,6,2025-06-12,98000,4,49.4|65.52|68.24|78.51
15,강남구,신사동,리갈팰리스,626,11680-3755,11680,,1,0626,0000,5,2024-01-20,270000,4,161.89|184.63|234.34|241.4
19,강남구,신사동,신사동닛시빌라트,634-14,11680-17,11680,,1,0634,0014,3,2024-08-19,167000,2,81.05|133.5
17,강남구,신사동,신사동씨티빌,523-4,11680-15,11680,,1,0523,0004,4,2025-03-13,70000,4,55.273|60.938|63.092|63.486
19,강남구,신사동,신사아이빌(522),522,11680-3673,11680,,1,0522,0000,4,2024-02-24,138000,2,84.93|90.35
14,강남구,신사동,신사아크존2,606-2,11680-3611,11680,,1,0606,0002,4,2022-03-17,228000,1,135.72
14,강남구,신사동,신사파크빌A동,562,11680-545,11680,,1,0562,0000,1,2020-08-26,145000,1,117.82
14,강남구,신사동,신사파크빌B동,562-24,11680-546,11680,,1,0562,0024,1,2020-01-29,85000,1,131.99
45,강남구,신사동,썬-타워빌딩,588-16,11680-4357,11680,,1,0588,0016,36,2022-08-30,67352,3,15.42|16.4|23.72
19,강남구,신사동,알파임하우스1,649-5,11680-18,11680,,1,0649,0005,8,2026-01-14,700000,3,212.7|242.16|242.9
14,강남구,신사동,압구정Ainvill,590-7,11680-3746,11680,,1,0590,0007,3,2020-08-18,102000,1,84.36
27,강남구,신사동,압구정케이씨씨(622-1),622-1,11680-548,11680,,1,0622,0001,6,2025-05-21,227000,1,107.75
12,강남구,신사동,압구정화이트빌,591-11,11680-456,11680,,1,0591,0011,4,2019-11-30,80000,2,54.26|84.87
